いくつ当てはまった？
番号でいいから、リプで教えて。"	2026/06/14	20	42
10	"今日来た40代女性。
20年、喉が詰まってる。
ご飯は普通に飲み込めるのに、四六時中なにかが引っかかってる感じが消えないと言う。
胃カメラも喉のカメラも、毎回「異常なし」。

まず体をチェックした。
①みぞおちが板みたいに固い
②顎の付け根が固い
③筋力テストで、家族の話を出した瞬間だけ全身の力が抜ける

③で見立ては決まった。
言いたいことを、20年飲み込み続けた喉だ。

みぞおちの緊張を抜くと、詰まり感が10から6に。
次に顎の付け根をゆるめると、6から2まで落ちた。
その瞬間ポロポロ泣き出して、本人が一番びっくりしてた。
「言いたいこと、子供の頃からずっと飲み込んでたかも」と。

カメラは内臓の病気を探す道具で、飲み込んだ言葉までは映さない。
だから20年ずっと「異常なし」だった。
引っかかってたのは食べ物じゃなく、言えなかった言葉だ。

こういうのは、原因さえ特定できれば20年ものでも外せる。

こういう話が好きな方フォロー保存お願いいたします。"	2026/06/14	21	8
